Country_Code,Country_Name,Indicator_Code,Indicator_Name,Number of Records,Year,Value
NOR,Norway,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2017,95345
SGP,Singapore,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2017,52688
SWE,Sweden,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2017,58229
GBR,United Kingdom,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2017,42499
USA,United States,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2017,53816
DNK,Denmark,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2017,64128
FRA,France,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2017,44034
DEU,Germany,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2017,48126
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2017,39610
AUS,Australia,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,55078
CAN,Canada,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,50864
DNK,Denmark,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,65371
FRA,France,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,44651
DEU,Germany,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,48809
HKG,"Hong Kong SAR, China",NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,40731
GBR,United Kingdom,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,42742
USA,United States,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,55079
NLD,Netherlands,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,55568
NOR,Norway,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,95951
SGP,Singapore,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,54169
SWE,Sweden,NY.GNP.PCAP.KD,"GNI_Per_Capita",1,2018,58812
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,72
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,70
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,69
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1960,67
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,73
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,70
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,73
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,66
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,73
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,71
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,71
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,71
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1960,70
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,72
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,70
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,70
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1961,68
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,71
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,70
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,66
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,73
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,72
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,71
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1961,70
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,72
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,70
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,70
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1962,68
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,71
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,70
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,71
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,70
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,73
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,73
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,66
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,73
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1962,71
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,72
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,71
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,70
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1963,69
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,73
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,71
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,70
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,70
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,71
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,73
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,73
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,67
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,74
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1963,71
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,72
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,72
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,71
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,70
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1964,69
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,74
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,70
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,70
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,67
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,74
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1964,72
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,72
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,71
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,70
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1965,70
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,74
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,67
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,74
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,72
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,72
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,71
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1965,70
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,67
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,74
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,72
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,72
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,72
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,71
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,70
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1966,70
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,73
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,71
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1966,70
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,71
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,72
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,74
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,73
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,71
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,73
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,71
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,70
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1967,70
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,74
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1967,67
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,73
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,71
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,70
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1968,71
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,72
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,71
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,74
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,73
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,74
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,70
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1968,68
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,73
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,71
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,71
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1969,71
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,74
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,74
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,73
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,71
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,71
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,68
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1969,73
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,73
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,72
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,71
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1970,71
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,74
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,71
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,74
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,75
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,73
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,73
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,68
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1970,71
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,73
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,73
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,71
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,69
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,71
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,74
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,75
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,73
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,72
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,71
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1971,71
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1971,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,71
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,73
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1972,71
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,74
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,74
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,69
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,73
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,72
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,71
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,71
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,75
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,74
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1972,71
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,74
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,72
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,71
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1973,72
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,74
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,71
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,69
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,72
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,73
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,74
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,75
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,74
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,72
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1973,71
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,72
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,73
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,71
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,70
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,73
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,72
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,73
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,71
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1974,73
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,75
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,75
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,75
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,75
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1974,74
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,74
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,75
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,73
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,74
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,72
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,74
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,73
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,71
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1975,73
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,76
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,70
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,75
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,75
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,73
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1975,73
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,74
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,73
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,72
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1976,73
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,72
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,73
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,74
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,75
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,75
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,71
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,73
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,73
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,75
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1976,75
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,75
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,73
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,72
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1977,73
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,76
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,75
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,75
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,73
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,73
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,73
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,74
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,72
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,75
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,75
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1977,71
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,75
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,75
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,71
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,75
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,74
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,74
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,74
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,72
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1978,74
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,72
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,75
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,73
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,73
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1978,75
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,73
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,74
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,75
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,72
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,74
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,74
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,72
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1979,74
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,72
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,76
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,75
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,76
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1979,75
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,73
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,72
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,74
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,74
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,74
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,75
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,74
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,74
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,73
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1980,75
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,77
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,76
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,76
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,76
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,1980,75
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,74
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,74
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,73
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,1981,75
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,77
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,73
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,73
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,75
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,1981,75
