Country_Code,Country_Name,Indicator_Code,Indicator_Name,Number of Records,Year,Value
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,79
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2004,82
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2004,81
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,79
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,80
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,80
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,81
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,81
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,78
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,80
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,79
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2005,82
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,82
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,81
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,80
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,79
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,79
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2005,77
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,80
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,80
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,80
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,79
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,78
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,78
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,81
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,79
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2006,82
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,81
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,81
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,81
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,79
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,81
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2006,80
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,81
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,81
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,80
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,80
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,80
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,81
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,82
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,79
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,78
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,78
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,81
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,80
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2007,82
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,81
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2007,80
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,80
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,81
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,81
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,81
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,82
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,78
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,81
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,80
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2008,82
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,82
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,80
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,78
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,80
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,81
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2008,81
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,79
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,81
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,80
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2009,83
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,82
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,81
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,81
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,81
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,81
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,82
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,80
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,78
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,80
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,82
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2009,81
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,82
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,81
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,81
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,81
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,81
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,82
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,81
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,82
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,80
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,79
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,79
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,82
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,80
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2010,83
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2010,82
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,81
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,81
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,82
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,82
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,83
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,80
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,82
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,80
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2011,83
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,82
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,81
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,82
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,81
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,81
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2011,79
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,81
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,81
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,82
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,81
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,79
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,82
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,82
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,80
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,82
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,81
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2012,83
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,83
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,82
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,83
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2012,81
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,82
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,82
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,81
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,82
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,82
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,82
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,83
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,81
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,79
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,80
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,82
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,80
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2013,84
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,82
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2013,81
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,81
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,81
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,83
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,81
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2014,84
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,83
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,82
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,82
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,82
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,82
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,82
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,82
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,83
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,81
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2014,79
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,82
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,82
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,81
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,81
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,79
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,82
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,82
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,83
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,82
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,83
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,81
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,82
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,81
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2015,84
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2015,82
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,82
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,81
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,83
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,81
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2016,84
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,82
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,82
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,82
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,83
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,82
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,84
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,81
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,79
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,82
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2016,82
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,83
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,82
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,82
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,82
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,83
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,83
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,82
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,84
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,81
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,79
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,81
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,83
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,81
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2017,85
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2017,83
AUS,Australia,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,83
CAN,Canada,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,82
DNK,Denmark,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,81
FRA,France,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,83
DEU,Germany,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,81
HKG,"Hong Kong SAR, China",SP.DYN.LE00.IN,"Life_Expectancy",1,2018,85
ISL,Iceland,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,83
IRL,Ireland,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,83
GBR,United Kingdom,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,81
USA,United States,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,79
NLD,Netherlands,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,82
NOR,Norway,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,83
SGP,Singapore,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,83
SWE,Sweden,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,83
CHE,Switzerland,SP.DYN.LE00.IN,"Life_Expectancy",1,2018,84
